type_tmt	tag	reporter_ion	-2	-1	monoisotopic	1	2
TMT10	126	126.127726	0	0	100	0	0
TMT10	127N	127.124761	0	0	100	0	0
TMT10	127C	127.131081	0	0	100	0	0
TMT10	128N	128.128116	0	0	100	0	0
TMT10	128C	128.134436	0	0	100	0	0
TMT10	129N	129.131471	0	0	100	0	0
TMT10	129C	129.13779	0	0	100	0	0
TMT10	130N	130.134825	0	0	100	0	0
TMT10	130C	130.141145	0	0	100	0	0
TMT10	131	131.13818	0	0	100	0	0
